merkmal,anzahl_gueltig,fehlende_werte,negative_werte,nullwerte,minimum,maximum,mittelwert,median,standardabweichung,q1,q3,iqr,ausreisser_anzahl
visitors,17578,0,0,264,0,1007,54.75679827056548,32.0,80.32399591652612,12.0,65.0,53.0,1212
