merkmal,anzahl_gueltig,fehlende_werte,negative_werte,nullwerte,minimum,maximum,mittelwert,median,standardabweichung,q1,q3,iqr,ausreisser_anzahl
avgDuration,17578,0,0,265,0,104.73,10.261508135168961,8.92,7.108358874075638,6.1925,12.64,6.447500000000001,838
