utc_date,grid_rows,series_count,timestamp_count,originally_observed_count,originally_missing_count,original_observation_rate,patched_input_count,input_available_count,input_available_rate,unavailable_input_count
2025-07-08,672,28,24,318,354,0.4732142857142857,68,386,0.57440476190476186,286
2025-07-09,672,28,24,368,304,0.54761904761904767,44,412,0.61309523809523814,260
2025-07-10,672,28,24,442,230,0.65773809523809523,32,474,0.7053571428571429,198
2025-07-11,672,28,24,306,366,0.45535714285714285,72,378,0.5625,294
2025-07-12,672,28,24,435,237,0.6473214285714286,69,504,0.75,168
2025-07-13,672,28,24,163,509,0.24255952380952381,37,200,0.29761904761904762,472
